cidr,countrycode
191.101.19.0/24,IN
191.101.20.0/24,DE
191.101.21.0/24,LT
191.101.22.0/24,GB
191.101.23.0/24,RO
191.101.24.0/24,GB
191.101.25.0/24,VE
191.101.26.0/24,GB
191.101.27.0/24,VE
191.101.28.0/24,IN
191.101.29.0/24,LT
191.101.30.0/23,US
191.101.34.0/23,GB
191.101.36.0/24,DO
191.101.38.0/24,DO
191.101.39.0/24,GB
191.101.40.0/24,PA
191.101.41.0/24,GB
191.101.44.0/24,US
191.101.45.0/24,CN
191.101.46.0/24,US
191.101.47.0/24,CN
191.101.48.0/23,GB
191.101.50.0/24,US
191.101.51.0/24,DE
191.101.52.0/22,GB
191.101.56.0/23,US
191.101.58.0/24,DO
191.101.59.0/24,GB
191.101.61.0/24,US
191.101.62.0/24,GB
191.101.64.0/24,US
191.101.65.0/24,GB
191.101.68.0/24,US
191.101.69.0/24,IN
191.101.70.0/23,CY
191.101.72.0/22,GB
191.101.77.0/24,US
191.101.78.0/23,CY
191.101.82.0/24,US
191.101.83.0/24,GB
191.101.84.0/24,US
191.101.85.0/24,GB
191.101.86.0/24,IN
191.101.87.0/24,GB
191.101.91.0/24,NL
191.101.92.0/24,GB
191.101.93.0/24,LT
191.101.94.0/24,US
191.101.95.0/24,GB
191.101.96.0/24,PA
191.101.97.0/24,GB
191.101.100.0/22,US
191.101.105.0/24,GB
191.101.113.0/24,US
191.101.114.0/23,GB
191.101.126.0/24,DE
191.101.127.0/24,GB
191.101.130.0/24,US
191.101.131.0/24,BR
191.101.132.0/24,US
191.101.133.0/24,GB
191.101.135.0/24,BR
191.101.136.0/22,GB
191.101.141.0/24,AU
191.101.142.0/24,GB
191.101.143.0/24,TR
191.101.144.0/23,GB
191.101.146.0/24,US
191.101.147.0/24,TR
191.101.148.0/22,GB
191.101.153.0/24,PA
191.101.154.0/23,GB
191.101.157.0/24,US
191.101.158.0/23,GB
191.101.160.0/24,BR
191.101.162.0/23,GB
191.101.166.0/24,US
191.101.167.0/24,GB
191.101.168.0/24,TR
191.101.169.0/24,GB
191.101.172.0/24,US
191.101.173.0/24,GB
191.101.174.0/24,US
191.101.175.0/24,NL
191.101.176.0/23,GB
191.101.179.0/24,TR
191.101.180.0/24,GB
191.101.181.0/24,US
191.101.182.0/23,GB
191.101.190.0/23,US
191.101.192.0/23,CL
191.101.194.0/23,US
191.101.196.0/22,GB
191.101.200.0/24,US
191.101.201.0/24,GB
191.101.205.0/24,US
191.101.206.0/24,DE
191.101.207.0/24,US
191.101.210.0/23,AU
191.101.212.0/22,TH
191.101.216.0/24,GB
191.101.217.0/24,US
191.101.218.0/23,GB
191.101.223.0/24,US
191.101.224.0/23,GB
191.101.226.0/23,US
191.101.228.0/22,CY
191.101.236.0/24,GB
191.101.237.0/24,US
191.101.238.0/24,GB
191.101.239.0/24,US
191.101.241.0/24,US
191.101.243.0/24,GB
191.101.246.0/24,LT
191.101.248.0/24,US
191.101.249.0/24,GB
191.101.251.0/24,US
191.101.252.0/22,GB
191.102.0.0/20,CO
191.102.16.0/20,AR
191.102.35.0/24,CL
191.102.36.0/22,CR
191.102.40.0/21,AR
191.102.48.0/21,NI
191.102.56.0/22,CR
191.102.60.0/22,CO
191.102.128.0/18,US
191.102.192.0/19,CO
191.102.240.0/22,DO
191.102.244.0/22,AR
191.103.64.0/23,HN
191.103.68.0/24,HN
191.103.70.0/23,HN
191.103.94.0/23,HN
191.103.96.0/20,AR
191.103.112.0/20,NI
191.103.128.0/17,CO
191.106.128.0/17,CO
191.107.144.0/20,CO
191.112.0.0/14,CL
191.119.0.0/16,CL
191.120.0.0/14,BR
191.124.0.0/14,CL
191.128.0.0/12,BR
191.144.0.0/13,CO
191.156.18.0/23,CO
191.156.23.0/24,CO
191.156.96.0/20,CO
191.156.128.0/18,CO
191.156.217.0/24,CO
191.156.224.0/19,CO
191.160.0.0/12,BR
191.186.0.0/18,BR
191.186.80.0/20,BR
191.186.216.0/21,BR
191.188.0.0/14,BR
191.232.0.0/13,US
191.240.0.0/16,BR
191.241.64.0/18,BR
191.241.140.0/23,AR
191.241.144.0/20,BR
191.242.232.0/21,BR
191.243.82.0/23,BR
191.243.88.0/21,BR
191.243.131.0/24,BR
192.0.3.0/24,US
192.0.4.0/22,KY
192.0.8.0/21,US
192.0.56.0/22,US
192.0.63.0/24,US
192.0.128.0/17,CA
192.1.0.0/19,US
192.1.48.0/21,US
192.1.60.0/23,US
192.1.73.0/24,US
192.1.90.0/24,US
192.1.100.0/23,US
192.1.110.0/24,US
192.1.113.0/24,US
192.1.118.0/24,US
192.1.120.0/21,US
192.1.132.0/24,US
192.1.140.0/23,US
192.1.144.0/21,US
192.1.202.0/24,US
192.1.240.0/22,US
192.1.247.0/24,US
192.1.249.0/24,US
192.1.252.0/22,US
192.3.0.0/18,US
192.3.65.0/24,CA
192.3.67.0/24,US
192.3.69.0/24,CA
192.3.70.0/24,US
192.3.71.0/24,CA
192.3.72.0/23,US
192.3.74.0/23,CA
192.3.76.0/24,US
192.3.77.0/24,CA
192.3.80.0/20,US
192.3.200.0/24,CA
192.3.201.0/24,US
192.3.227.0/24,US
192.4.16.0/20,US
192.4.48.0/20,US
192.4.156.0/22,US
192.4.200.0/21,US
192.4.243.0/24,US
192.5.7.0/24,US
192.5.10.0/23,US
192.5.14.0/23,US
192.5.17.0/24,US
192.5.21.0/24,US
192.5.27.0/24,US
192.5.32.0/24,US
192.5.36.0/24,SE
192.5.40.26/31,US
192.5.40.84/30,US
192.5.40.92/30,US
192.5.40.160/29,US
192.5.41.0/24,US
192.5.46.0/23,US
192.5.50.0/24,SE
192.5.51.0/24,US
192.5.53.0/24,US
192.5.55.0/24,US
192.5.58.0/24,US
192.5.60.0/24,US
192.5.65.0/24,US
192.5.71.0/24,US
192.5.73.0/24,US
192.5.84.0/22,US
192.5.89.0/24,US
192.5.90.0/24,KR
192.5.97.0/24,IT
192.5.98.0/24,JP
192.5.99.0/24,US
192.5.104.0/24,US
192.5.106.0/24,US
192.5.109.0/24,US
192.5.113.0/24,US
192.5.134.0/24,US
192.5.136.0/22,US
192.5.143.0/24,US
192.5.146.0/24,US
192.5.148.0/24,US
192.5.154.0/23,US
192.5.158.0/23,US
192.5.162.0/24,AT
192.5.163.0/24,US
192.5.166.0/24,US
192.5.170.0/23,US
192.5.202.0/23,US
192.5.206.0/23,US
192.5.215.0/24,US
192.5.216.0/24,JP
192.5.218.0/23,US
192.5.221.0/24,US
192.5.241.0/24,US
192.5.255.0/24,US
192.6.2.0/24,US
192.6.8.0/21,US
192.6.21.0/24,US
192.6.24.0/24,US
192.6.64.0/22,US
192.6.125.0/24,IN
192.6.143.0/24,US
192.6.172.0/22,US
192.6.177.0/24,GB
192.6.252.0/22,US
192.8.0.0/23,US
192.8.3.0/24,US
192.8.6.0/24,US
192.8.9.0/24,US
192.8.16.0/23,US
192.8.20.0/24,US
192.8.24.0/24,US
192.8.28.0/23,US
192.8.32.0/23,US
192.8.36.0/22,US
192.8.45.0/24,US
192.8.55.0/24,US
192.8.58.0/23,US
192.8.90.0/23,US
192.8.95.0/24,US
192.8.112.0/24,GB
192.8.113.0/24,US
192.8.121.0/24,US
192.8.124.0/23,US
192.8.127.0/24,US
192.8.147.0/24,US
192.8.152.0/23,US
192.8.156.0/23,US
192.8.160.0/21,IN
192.8.176.0/24,IN
192.8.178.0/24,IN
192.8.179.0/24,US
192.8.180.0/23,IN
192.8.184.0/22,IN
192.8.190.0/24,IN
192.8.192.0/22,IN
192.8.198.0/24,US
192.8.199.0/24,IN
192.8.206.0/23,IN
192.8.216.0/22,IN
192.8.224.0/21,IN
192.8.236.0/23,IN
192.8.238.0/24,US
192.8.240.0/21,IN
192.8.251.0/24,IN
192.9.128.0/18,US
192.9.200.0/22,US
192.9.224.0/19,US
192.11.0.0/17,US
192.11.145.0/24,FI
192.11.146.0/23,US
192.12.0.0/24,CA
192.12.2.0/24,US
192.12.5.0/24,US
192.12.10.0/23,US
192.12.17.0/24,US
192.12.19.0/24,US
192.12.23.0/24,US
192.12.26.0/24,US
192.12.28.0/22,US
192.12.40.0/24,US
192.12.43.0/24,US
192.12.46.0/24,US
192.12.51.0/24,US
192.12.54.0/24,NL
192.12.55.0/24,US
192.12.64.0/21,US
192.12.72.0/24,GB
192.12.76.0/24,AU
192.12.78.0/24,US
192.12.80.0/24,US
192.12.81.0/24,DE
192.12.82.0/23,US
192.12.94.0/23,US
192.12.100.0/24,US
192.12.103.0/24,US
192.12.109.0/24,IN
192.12.111.0/24,AO
192.12.112.0/22,BR
192.12.117.0/24,MA
192.12.118.0/24,CL
192.12.120.0/24,US
192.12.124.0/23,US
192.12.128.0/24,US
192.12.133.0/24,US
192.12.139.0/24,US
192.12.144.0/24,US
192.12.146.0/23,US
192.12.154.0/24,US
192.12.171.0/24,US
192.12.173.0/24,US
192.12.174.0/23,CA
192.12.184.0/22,US
192.12.189.0/24,US
192.12.192.0/23,IT
192.12.205.0/24,US
192.12.209.0/24,US
192.12.219.0/24,US
192.12.221.0/24,US
192.12.232.0/24,PT
192.12.234.0/24,US
192.12.235.0/24,SE
192.12.236.0/24,US
192.12.238.0/24,US
192.12.240.0/24,US
192.12.242.0/24,US
192.12.244.0/23,US
192.12.247.0/24,CH
192.12.248.0/24,US
192.13.0.0/16,US
192.15.0.0/16,IR
192.16.0.0/22,US
192.16.6.0/23,US
192.16.10.0/23,US
192.16.14.0/23,US
192.16.18.0/23,US
192.16.24.0/22,US
192.16.31.0/24,US
192.16.42.0/23,US
192.16.48.0/21,US
192.16.58.0/23,US
192.16.63.0/24,US
192.16.73.0/24,US
192.16.75.0/24,US
192.16.124.0/22,SE
192.16.131.0/24,US
192.16.134.0/23,SE
192.16.137.0/24,DE
192.16.138.0/24,SE
192.16.140.0/24,SE
192.16.143.0/24,SE
192.16.148.0/22,US
192.16.152.0/23,SE
192.16.155.0/24,CH
192.16.167.0/24,US
192.16.173.0/24,US
192.16.178.0/23,JP
192.16.184.0/23,NL
192.16.188.0/23,NL
192.16.190.0/24,US
192.16.191.0/24,NL
192.16.194.0/23,NL
192.16.199.0/24,NL
192.16.202.0/24,US
192.16.204.0/24,US
192.16.240.0/20,CA
192.17.0.0/16,US
192.18.128.0/19,US
192.18.192.0/23,US
192.18.195.0/24,GB
192.18.196.0/24,US
192.18.200.0/21,US
192.18.220.0/22,US
192.18.240.0/20,US
192.19.8.0/23,US
192.19.20.0/24,US
192.19.22.0/24,US
192.19.93.0/24,US
192.19.120.0/24,US
192.19.125.0/24,US
192.19.131.0/24,US
192.19.134.0/24,US
192.19.136.0/21,US
192.19.148.0/23,US
192.19.152.0/22,US
192.19.158.0/24,US
192.19.160.0/24,GB
192.19.161.0/24,US
192.19.191.0/24,US
192.19.196.0/24,US
192.19.202.0/23,US
192.19.206.0/23,US
192.19.210.0/23,US
192.19.216.0/21,US
192.19.227.0/24,US
192.19.232.0/24,US
192.19.234.0/24,US
192.19.236.0/23,US
192.19.243.0/24,US
192.19.247.0/24,US
192.19.250.0/23,US
192.20.122.0/23,US
192.20.225.0/24,US
192.20.246.0/24,US
192.23.0.0/21,US
192.23.12.0/24,NO
192.23.13.0/24,US
192.23.90.0/24,CO
192.23.91.0/24,US
192.23.107.0/24,HK
192.23.108.0/22,US
192.23.144.0/24,CO
192.23.145.0/24,US
192.23.146.0/24,SA
192.23.147.0/24,US
192.23.158.0/24,CO
192.23.159.0/24,US
192.23.187.0/24,AE
192.23.188.0/23,US
192.23.191.0/24,HK
192.23.192.0/23,US
192.23.195.0/24,NO
192.23.196.0/22,US
192.24.32.0/19,CA
192.24.64.0/20,US
192.24.89.0/24,US
192.24.95.0/24,US
192.25.1.0/24,US
192.25.11.0/24,US
192.25.19.0/24,US
192.25.21.0/24,US
192.25.24.0/24,US
192.25.34.0/24,US
192.25.42.0/24,US
192.25.46.0/24,US
192.25.50.0/24,US
192.25.52.0/24,US
192.25.55.0/24,US
192.25.56.0/23,GB
192.25.78.0/24,US
192.25.88.0/22,US
192.25.116.0/24,US
192.25.126.0/24,US
192.25.139.0/24,US
192.25.142.0/24,US
192.25.149.0/24,US
192.25.151.0/24,US
192.25.160.0/21,US
192.25.169.0/24,US
192.25.180.0/22,US
192.25.200.0/22,US
192.25.208.0/22,US
192.25.218.0/24,US
192.25.230.0/24,US
192.25.232.0/22,US
192.25.240.0/24,US
192.25.244.0/22,US
192.26.0.0/24,US
192.26.7.0/24,US
192.26.20.0/24,CA
192.26.26.0/23,US
192.26.28.0/22,CH
192.26.46.0/23,CH
192.26.83.0/24,US
192.26.89.0/24,US
192.26.91.0/24,JP
192.26.92.0/24,US
192.26.93.0/24,JP
192.26.98.0/23,US
192.26.103.0/24,US
192.26.105.0/24,FI
192.26.111.0/24,FI
192.26.119.0/24,FI
192.26.123.0/24,FI
192.26.129.0/24,US
192.26.136.0/23,US
192.26.140.0/22,US
192.26.149.0/24,US
192.26.152.0/24,US
192.26.168.0/22,NL
192.26.174.0/23,DE
192.26.194.0/23,US
192.26.210.0/23,CA
192.26.230.0/24,AU
192.26.231.0/24,PT
192.26.232.0/24,AU
192.26.233.0/24,SG
192.26.235.0/24,CA
192.26.236.0/24,PT
192.26.237.0/24,AT
192.26.239.0/24,PT
192.26.240.0/22,US
192.26.246.0/23,US
192.26.252.0/23,US
192.27.4.0/24,US
192.27.7.0/24,US
192.27.19.0/24,US
192.27.224.0/24,US
192.27.255.0/24,US
192.28.64.0/23,NL
192.28.67.0/24,US
192.28.120.0/21,US
192.28.144.0/20,US
192.28.184.0/21,US
192.29.0.0/16,US
192.30.1.0/24,US
192.30.24.0/23,US
192.30.27.0/24,US
192.30.31.0/24,US
192.30.40.0/22,PR
192.30.45.0/24,US
192.30.51.0/24,US
192.30.52.0/24,CA
192.30.56.0/22,US
192.30.62.0/23,US
192.30.68.0/22,US
192.30.76.0/24,US
192.30.80.0/21,US
192.30.88.0/23,CA
192.30.90.0/23,US
192.30.95.0/24,US
192.30.97.0/24,CA
192.30.100.0/22,US
192.30.109.0/24,US
192.30.112.0/24,US
192.30.115.0/24,US
192.30.123.0/24,US
192.30.124.0/24,AI
192.30.126.0/23,US
192.30.131.0/24,US
192.30.140.0/23,IL
192.30.142.0/24,CA
192.30.143.0/24,US
192.30.149.0/24,CA
192.30.150.0/23,US
192.30.189.0/24,US
192.30.192.0/21,US
192.30.201.0/24,US
192.30.202.0/24,CA
192.30.203.0/24,US
192.30.208.0/21,US
192.30.220.0/24,US
192.30.224.0/23,US
192.30.226.0/24,CA
192.30.227.0/24,US
192.30.240.0/22,US
192.30.249.0/24,US
192.31.2.0/24,US
192.31.4.0/24,US
192.31.8.0/22,US
192.31.14.0/24,DE
192.31.15.0/24,US
192.31.22.0/24,GB
192.31.23.0/24,BE
192.31.26.0/24,GB
192.31.31.0/24,GB
192.31.32.0/24,US
192.31.36.0/24,US
192.31.37.0/24,AU
192.31.41.0/24,US
192.31.43.0/24,US
192.31.46.0/24,US
192.31.49.0/24,US
192.31.52.0/22,CA
192.31.56.0/22,US
192.31.74.0/23,US
192.31.80.0/24,US
192.31.82.0/23,US
192.31.87.0/24,US
192.31.91.0/24,US
192.31.93.0/24,US
192.31.98.0/24,US
192.31.100.0/23,US
192.31.102.0/24,DE
192.31.104.0/22,US
192.31.112.0/24,US
192.31.114.0/24,US
192.31.121.0/24,JP
192.31.125.0/24,US
192.31.146.0/23,US
192.31.153.0/24,US
192.31.155.0/24,US
192.31.160.0/23,US
192.31.163.0/24,US
192.31.165.0/24,US
192.31.172.0/24,US
192.31.174.0/24,US
192.31.177.0/24,CA
192.31.178.0/23,US
192.31.180.0/24,CA
192.31.184.0/22,US
192.31.192.0/24,US
192.31.196.0/24,US
192.31.198.0/23,JP
192.31.208.0/23,US
192.31.214.0/23,US
192.31.222.0/24,US
192.31.225.0/24,US
192.31.228.0/24,CA
192.31.231.0/24,NL
192.31.234.0/24,US
192.31.236.0/22,US
192.31.242.0/23,US
192.31.248.0/24,US
192.31.251.0/24,CA
192.31.253.0/24,US
192.33.0.0/23,US
192.33.3.0/24,US
192.33.6.0/23,US
192.33.10.0/24,ZA
192.33.11.0/24,US
192.33.17.0/24,US
192.33.24.0/21,NL
192.33.32.0/24,US
192.33.34.0/24,US
192.33.36.0/24,NL
192.33.87.0/24,CH
192.33.115.0/24,US
192.33.118.0/23,CH
192.33.128.0/24,US
192.33.132.0/23,GB
192.33.134.0/24,US
192.33.135.0/24,JP
192.33.136.0/24,US
192.33.139.0/24,US
192.33.146.0/24,US
192.33.147.0/24,FR
192.33.159.0/24,FR
192.33.163.0/24,ES
192.33.167.0/24,CA
192.33.183.0/24,US
192.33.191.0/24,US
192.33.192.0/19,CH
192.33.232.0/24,US
192.33.235.0/24,NL
192.33.238.0/23,NL
192.33.240.0/24,US
192.33.253.0/24,US
192.33.255.0/24,US
192.34.0.0/20,AR
192.34.18.0/24,US
192.34.20.0/22,US
192.34.28.0/22,US
192.34.40.0/21,US
192.34.51.0/24,US
192.34.52.0/22,CA
192.34.56.0/21,US
192.34.70.0/24,CA
192.34.73.0/24,US
192.34.80.0/21,US
192.34.92.0/22,CA
192.34.100.0/22,US
192.34.108.0/22,US
192.34.117.0/24,US
192.34.146.0/23,US
192.34.152.0/22,CA
192.34.156.0/22,US
192.34.170.0/23,US
192.34.179.0/24,FI
192.34.180.0/24,US
192.34.182.0/23,US
192.34.196.0/23,US
192.34.199.0/24,CA
192.34.200.0/21,US
192.34.213.0/24,US
192.34.215.0/24,US
192.34.216.0/21,CA
192.34.232.0/21,US
192.34.248.0/21,US
192.35.0.0/24,SG
192.35.1.0/24,DE
192.35.16.0/22,DE
192.35.20.0/24,US
192.35.22.0/23,US
192.35.29.0/24,US
192.35.34.0/23,US
192.35.37.0/24,US
192.35.44.0/24,US
192.35.46.0/23,US
192.35.51.0/24,US
192.35.58.0/24,US
192.35.59.0/24,HK
192.35.61.0/24,US
192.35.63.0/24,DE
192.35.66.0/23,DE
192.35.74.0/23,US
192.35.78.0/23,US
192.35.82.0/23,US
192.35.88.0/23,US
192.35.98.0/23,US
192.35.105.0/24,US
192.35.129.0/24,US
192.35.133.0/24,NL
192.35.139.0/24,US
192.35.142.0/24,US
192.35.145.0/24,US
192.35.147.0/24,US
192.35.149.0/24,DE
192.35.154.0/24,US
192.35.156.0/23,US
192.35.168.0/22,US
192.35.172.0/24,GB
192.35.173.0/24,US
192.35.181.0/24,US
192.35.193.0/24,US
192.35.196.0/24,US
192.35.198.0/24,GB
192.35.199.0/24,US
192.35.205.0/24,ES
192.35.206.0/24,DE
192.35.208.0/23,US
192.35.215.0/24,US
192.35.225.0/24,US
192.35.229.0/24,DE
192.35.232.0/24,US
192.35.240.0/22,AT
192.35.246.0/24,PT
192.35.249.0/24,US
192.35.255.0/24,US
192.36.0.0/23,SE
192.36.4.0/24,SE
192.36.6.0/23,SE
192.36.16.0/23,SE
192.36.21.0/24,SE
192.36.27.0/24,RO
192.36.28.0/23,SE
192.36.32.0/22,SE
192.36.37.0/24,NO
192.36.38.0/23,AT
192.36.40.0/24,SE
192.36.41.0/24,LT
192.36.42.0/24,SE
192.36.44.0/23,FI
192.36.49.0/24,SE
192.36.52.0/22,SE
192.36.56.0/24,AT
192.36.57.0/24,IS
192.36.59.0/24,US
192.36.61.0/24,LT
192.36.66.0/23,SE
192.36.69.0/24,MT
192.36.70.0/23,SE
192.36.73.0/24,SE
192.36.81.0/24,SE
192.36.84.0/22,SE
192.36.92.0/22,SE
192.36.99.0/24,SE
192.36.107.0/24,US
192.36.109.0/24,SE
192.36.115.0/24,SE
192.36.117.0/24,SE
192.36.119.0/24,SE
192.36.127.0/24,SE
192.36.133.0/24,SE
192.36.141.0/24,SE
192.36.146.0/23,SE
192.36.152.0/24,SE
192.36.154.0/23,SE
192.36.156.0/22,US
192.36.166.0/23,SE
192.36.171.0/26,DK
192.36.172.0/23,SE
192.36.176.0/22,SE
192.36.182.0/24,SE
192.36.185.0/24,SE
192.36.187.0/24,SE
192.36.189.0/24,SE
192.36.193.0/24,SE
192.36.207.0/24,SE
192.36.213.0/24,SE
192.36.217.0/24,SE
192.36.219.0/24,SE
192.36.222.0/23,US
192.36.224.0/23,SE
192.36.229.0/24,US
192.36.230.0/24,SE
192.36.232.0/22,SE
192.36.239.0/24,SE
192.36.243.0/24,SE
192.36.245.0/24,SE
192.36.248.0/23,SE
192.36.251.0/24,SE
192.36.253.0/24,SE
192.38.128.0/17,DK
192.40.4.0/22,US
192.40.26.0/23,US
192.40.32.0/21,CA
192.40.42.0/24,US
192.40.44.0/23,US
192.40.49.0/24,US
192.40.51.0/24,US
192.40.55.0/24,US
192.40.62.0/23,US
192.40.66.0/23,US
192.40.69.0/24,BR
192.40.70.0/23,HR
192.40.72.0/22,FI
192.40.79.0/24,US
192.40.80.0/24,GB
192.40.81.0/24,CA
192.40.82.0/23,US
192.40.86.0/23,BM
192.40.90.0/23,US
192.40.94.0/24,GB
192.40.95.0/24,US
192.40.96.0/21,CA
192.40.104.0/21,US
192.40.120.0/21,US
192.40.132.0/23,US
192.40.136.0/22,CA
192.40.140.0/23,US
192.40.142.0/24,CA
192.40.144.0/21,US
192.40.157.0/24,US
192.40.164.0/22,US
192.40.200.0/24,US
192.40.202.0/23,US
192.40.218.0/24,US
192.40.220.0/22,US
192.40.224.0/22,NL
192.40.229.0/24,US
192.40.240.0/22,CA
192.40.244.0/24,US
192.40.247.0/24,US
192.40.252.0/23,US
192.41.0.0/20,US
192.41.32.0/19,US
192.41.102.0/23,GB
192.41.132.0/22,CH
192.41.148.0/24,CA
192.41.149.0/24,CH
192.41.162.0/24,US
192.41.170.0/24,TH
192.41.172.0/24,US
192.41.177.0/24,US
192.41.192.0/24,JP
192.41.202.0/24,US
192.41.204.0/24,US
192.41.207.0/24,US
192.41.211.0/24,US
192.41.214.0/24,US
192.41.216.0/24,FR
192.41.218.0/24,IT
192.41.220.0/23,US
192.41.226.0/24,US
192.41.227.0/24,DE
192.41.228.0/22,US
192.41.245.0/24,US
192.41.248.0/21,US
192.42.2.0/23,US
192.42.5.0/24,CA
192.42.7.0/24,US
192.42.41.0/24,US
192.42.42.0/23,CH
192.42.55.0/24,US
192.42.63.0/24,DE
192.42.69.0/24,US
192.42.71.0/24,US
192.42.72.0/23,CA
192.42.74.0/24,US
192.42.80.0/22,US
192.42.88.0/23,US
192.42.92.0/23,US
192.42.95.0/24,US
192.42.97.0/24,SE
192.42.98.0/24,US
192.42.99.0/24,ZA
192.42.103.0/26,JP
192.42.110.0/24,US
192.42.113.0/24,NL
192.42.115.102/32,VN
192.42.115.103/32,NL
192.42.141.0/24,US
192.42.143.0/24,DE
192.42.144.0/24,US
192.42.147.0/24,US
192.42.152.0/23,US
192.42.173.0/24,US
192.42.180.0/22,CH
192.42.205.0/24,US
192.42.239.0/24,US
192.42.246.0/24,US
192.42.248.0/24,US
192.42.251.0/24,US
192.42.253.0/24,CH
192.42.255.0/24,US
192.43.64.0/18,US
192.43.152.0/21,US
192.43.162.0/24,SE
192.43.164.0/23,SE
192.43.168.0/22,SE
192.43.172.0/24,US
192.43.186.0/23,US
192.43.191.0/24,US
192.43.192.0/22,CH
192.43.197.0/24,US
192.43.206.0/24,US
192.43.210.0/24,NL
192.43.212.0/24,NL
192.43.215.0/24,US
192.43.217.0/24,US
192.43.219.0/24,CA
192.43.223.0/24,US
192.43.226.0/23,AU
192.43.230.0/23,US
192.43.239.0/24,AU
192.43.242.0/24,US
192.43.244.0/24,US
192.43.246.0/24,US
192.43.248.0/23,US
192.43.251.0/24,US
192.44.0.0/19,DE
192.44.63.0/24,FR
192.44.66.0/24,FR
192.44.68.0/23,US
192.44.75.0/24,FR
192.44.81.0/24,DE
192.44.216.0/21,US
192.44.240.0/21,SE
192.44.253.0/24,US
192.44.255.0/24,US
192.46.6.0/24,US
192.46.8.0/22,US
192.46.20.0/23,US
192.46.52.0/23,US
192.46.71.0/24,FI
192.46.80.0/24,US
192.46.82.0/23,US
192.46.108.0/24,US
192.46.111.0/24,US
192.46.120.0/21,US
192.46.144.0/24,NZ
192.46.170.0/24,US
192.46.174.0/23,US
192.46.184.0/21,US
192.46.193.0/24,US
192.46.195.0/24,US
192.46.200.0/22,US
192.46.208.0/20,SG
192.47.1.0/24,JP
192.47.16.0/22,JP
192.47.64.0/21,JP
192.47.97.0/24,JP
192.47.144.0/20,JP
192.47.204.0/23,JP
192.47.242.0/23,US
192.47.244.0/22,CH
192.47.253.0/24,CA
192.47.255.0/24,CA
192.48.2.0/23,GB
192.48.8.0/22,AU
192.48.13.0/24,GB
192.48.14.0/24,US
192.48.16.0/23,GB
192.48.18.0/23,US
192.48.22.0/24,GB
192.48.23.0/24,US
192.48.24.0/24,GB
192.48.25.0/24,US
192.48.26.0/24,GB
192.48.32.0/24,US
192.48.34.0/23,US
192.48.40.0/21,US
192.48.49.0/24,US
192.48.54.0/24,US
192.48.78.0/23,US
192.48.82.0/23,US
192.48.95.0/24,US
192.48.101.0/24,US
192.48.105.0/24,US
192.48.109.0/24,AU
192.48.112.0/24,US
192.48.113.0/24,PR
192.48.114.0/23,US
192.48.117.0/24,US
192.48.124.0/23,US
192.48.136.0/24,US
192.48.138.0/24,US
192.48.142.0/24,US
192.48.180.0/22,US
192.48.210.0/23,US
192.48.218.0/23,US
192.48.220.0/24,CA
192.48.223.0/24,US
192.48.225.0/24,US
192.48.227.0/24,US
192.48.230.0/24,US
192.48.233.0/24,US
192.48.236.0/22,US
192.48.255.0/24,US
192.49.0.0/21,FI
192.49.19.0/24,FI
192.49.22.0/24,FI
192.49.32.0/24,FI
192.49.36.0/22,FI
192.49.50.0/24,FI
192.49.52.0/23,FI
192.49.55.0/24,FI
192.49.78.0/24,FI
192.49.86.0/23,FI
192.49.90.0/23,FI
192.49.98.0/23,FI
192.49.106.0/23,FI
192.49.119.0/24,FI
192.49.131.0/24,FI
192.49.134.0/24,FI
192.49.136.0/23,FI
192.49.139.0/24,FI
192.49.144.0/24,FI
192.49.146.0/24,FI
192.49.148.0/22,FI
192.49.163.0/24,FI
192.50.0.0/21,JP
192.50.12.0/24,JP
192.50.24.0/23,JP
192.50.28.0/24,JP
192.50.30.0/23,JP
192.50.43.0/24,JP
192.50.45.0/24,JP
192.50.56.0/24,JP
192.50.66.0/23,JP
192.50.101.0/24,JP
192.50.106.0/23,JP
192.50.151.0/24,JP
192.50.154.0/24,JP
192.50.192.0/23,JP
192.50.199.0/24,JP
192.50.210.0/23,JP
192.50.220.0/24,JP
192.50.235.0/24,JP
192.50.252.0/23,JP
192.51.5.0/24,NO
192.51.39.0/24,JP
192.51.43.0/24,JP
192.51.48.0/24,US
192.51.52.0/23,JP
192.51.59.0/24,JP
192.51.144.0/21,JP
192.51.168.0/22,JP
192.51.188.0/24,HK
192.51.192.0/23,US
192.51.194.0/23,JP
192.51.208.0/20,JP
192.51.228.0/23,JP
192.52.0.0/19,DE
192.52.57.0/24,US
192.52.60.0/22,US
192.52.67.0/24,US
192.52.70.0/24,US
192.52.72.0/23,AU
192.52.74.0/23,US
192.52.78.0/24,US
192.52.80.0/21,US
192.52.94.0/23,US
192.52.98.0/24,US
192.52.106.0/24,US
192.52.109.0/24,US
192.52.111.0/24,US
192.52.114.0/23,US
192.52.117.0/24,US
192.52.158.0/24,US
192.52.162.0/23,US
192.52.177.0/24,US
192.52.183.0/24,US
192.52.188.0/22,US
192.52.194.0/24,US
192.52.198.0/24,US
192.52.206.0/23,US
192.52.211.0/24,US
192.52.219.0/24,US
192.52.227.0/24,US
192.52.233.0/24,US
192.52.238.0/24,US
192.52.240.0/22,US
192.52.247.0/24,US
192.52.255.0/24,US
192.53.40.0/22,GB
192.53.44.0/23,US
192.53.46.0/24,GB
